Ticker,CompanyName,LineItem,Year,Quarter,WebFiscalPeriod,OutputOrField,NumberOnly,LineSequence,Category,WebNumberFormat,QuarterEndDate,PeriodType,iDataType,Sector,Industry,SubIndustry,UpdateDate,LTCode,Currency,UIC,Period,Restatement,InSncUpdateDate,Scaler
ORLY,O'Reilly Automotive Inc,"Receivables, Net",2021,FY,2021,A,272.562,51,BS,N,12/31/2021,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/9/2022,BS_S_133,USD,I_106-181,FY,0,2/9/2022,Mn
ORLY,O'Reilly Automotive Inc,"Receivables, Net",2022,1Q,1Q22,A,305.358,51,BS,N,3/31/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/27/2022,BS_S_133,USD,I_106-181,Q1,0,4/27/2022,Mn
ORLY,O'Reilly Automotive Inc,"Receivables, Net",2022,2Q,2Q22,A,330.672,51,BS,N,6/30/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/27/2022,BS_S_133,USD,I_106-181,Q2,0,7/27/2022,Mn
ORLY,O'Reilly Automotive Inc,"Receivables, Net",2022,3Q,3Q22,A,338.122,51,BS,N,9/30/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/26/2022,BS_S_133,USD,I_106-181,Q3,0,10/26/2022,Mn
ORLY,O'Reilly Automotive Inc,"Receivables, Net",2022,4Q,4Q22,A,343.155,51,BS,N,12/31/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2023,BS_S_133,USD,I_106-181,Q4,0,2/8/2023,Mn
ORLY,O'Reilly Automotive Inc,"Receivables, Net",2022,FY,2022,A,343.155,51,BS,N,12/31/2022,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2023,BS_S_133,USD,I_106-181,FY,0,2/8/2023,Mn
ORLY,O'Reilly Automotive Inc,"Receivables, Net",2023,1Q,1Q23,A,346.037,51,BS,N,3/31/2023,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2023,BS_S_133,USD,I_106-181,Q1,0,4/26/2023,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2010,1Q,1Q10,A,2231.558,52,BS,N,3/31/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/28/2010,BS_P_102,USD,I_106-132,Q1,0,4/28/2010,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2010,2Q,2Q10,A,2257.497,52,BS,N,6/30/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/28/2010,BS_P_102,USD,I_106-132,Q2,0,7/28/2010,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2010,3Q,3Q10,A,2309.596,52,BS,N,9/30/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/27/2010,BS_P_102,USD,I_106-132,Q3,0,10/27/2010,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2010,4Q,4Q10,A,2301.252,52,BS,N,12/31/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2011,BS_P_102,USD,I_106-132,Q4,0,2/16/2011,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2010,FY,2010,A,2301.252,52,BS,N,12/31/2010,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2011,BS_P_102,USD,I_106-132,FY,0,2/16/2011,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2011,1Q,1Q11,A,2467.411,52,BS,N,3/31/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/27/2011,BS_P_102,USD,I_106-132,Q1,0,4/27/2011,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2011,2Q,2Q11,A,2554.184,52,BS,N,6/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/27/2011,BS_P_102,USD,I_106-132,Q2,0,7/27/2011,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2011,3Q,3Q11,A,2536.514,52,BS,N,9/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/26/2011,BS_P_102,USD,I_106-132,Q3,0,10/26/2011,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2011,4Q,4Q11,A,2607.61,52,BS,N,12/31/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2012,BS_P_102,USD,I_106-132,Q4,0,2/8/2012,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2011,FY,2011,A,2607.61,52,BS,N,12/31/2011,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2012,BS_P_102,USD,I_106-132,FY,0,2/8/2012,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2012,1Q,1Q12,A,2830.382,52,BS,N,3/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/22/2012,BS_P_102,USD,I_106-132,Q1,0,4/22/2012,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2012,2Q,2Q12,A,2763.992,52,BS,N,6/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/25/2012,BS_P_102,USD,I_106-132,Q2,0,7/25/2012,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2012,3Q,3Q12,A,2882.85,52,BS,N,9/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/24/2012,BS_P_102,USD,I_106-132,Q3,0,10/24/2012,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2012,4Q,4Q12,A,2732.948,52,BS,N,12/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2013,BS_P_102,USD,I_106-132,Q4,0,2/6/2013,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2012,FY,2012,A,2732.948,52,BS,N,12/31/2012,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2013,BS_P_102,USD,I_106-132,FY,0,2/6/2013,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2013,1Q,1Q13,A,2741.188,52,BS,N,3/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/24/2013,BS_P_102,USD,I_106-132,Q1,0,4/24/2013,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2013,2Q,2Q13,A,3005.157,52,BS,N,6/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/24/2013,BS_P_102,USD,I_106-132,Q2,0,7/24/2013,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2013,3Q,3Q13,A,2975.773,52,BS,N,9/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/23/2013,BS_P_102,USD,I_106-132,Q3,0,10/23/2013,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2013,4Q,4Q13,A,2835.201,52,BS,N,12/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2014,BS_P_102,USD,I_106-132,Q4,0,2/5/2014,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2013,FY,2013,A,2835.201,52,BS,N,12/31/2013,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2014,BS_P_102,USD,I_106-132,FY,0,2/5/2014,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2014,1Q,1Q14,A,3161.273,52,BS,N,3/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/23/2014,BS_P_102,USD,I_106-132,Q1,0,4/23/2014,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2014,2Q,2Q14,A,3171.967,52,BS,N,6/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/23/2014,BS_P_102,USD,I_106-132,Q2,0,7/23/2014,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2014,3Q,3Q14,A,3070.751,52,BS,N,9/30/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/22/2014,BS_P_102,USD,I_106-132,Q3,0,10/22/2014,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2014,4Q,4Q14,A,3065.38,52,BS,N,12/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2015,BS_P_102,USD,I_106-132,Q4,0,2/7/2015,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2014,FY,2014,A,3065.38,52,BS,N,12/31/2014,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2015,BS_P_102,USD,I_106-132,FY,0,2/7/2015,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2015,1Q,1Q15,A,3272.519,52,BS,N,3/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2015,BS_P_102,USD,I_106-132,Q1,0,4/26/2015,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2015,2Q,2Q15,A,3107.426,52,BS,N,6/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/26/2015,BS_P_102,USD,I_106-132,Q2,0,7/26/2015,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2015,3Q,3Q15,A,3155.953,52,BS,N,9/30/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/25/2015,BS_P_102,USD,I_106-132,Q3,0,10/25/2015,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2015,4Q,4Q15,A,3010.026,52,BS,N,12/31/2015,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2016,BS_P_102,USD,I_106-132,Q4,0,2/7/2016,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2015,FY,2015,A,3010.026,52,BS,N,12/31/2015,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2016,BS_P_102,USD,I_106-132,FY,0,2/7/2016,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2016,1Q,1Q16,A,3701.463,52,BS,N,3/31/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2016,BS_P_102,USD,I_106-132,Q1,0,4/26/2016,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2016,2Q,2Q16,A,3438.133,52,BS,N,6/30/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/26/2016,BS_P_102,USD,I_106-132,Q2,0,7/26/2016,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2016,3Q,3Q16,A,3669.764,52,BS,N,9/30/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/25/2016,BS_P_102,USD,I_106-132,Q3,0,10/25/2016,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2016,4Q,4Q16,A,3257.975,52,BS,N,12/31/2016,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2017,BS_P_102,USD,I_106-132,Q4,0,2/7/2017,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2016,FY,2016,A,3257.975,52,BS,N,12/31/2016,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2017,BS_P_102,USD,I_106-132,FY,0,2/7/2017,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2017,1Q,1Q17,A,3205.533,52,BS,N,3/31/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2017,BS_P_102,USD,I_106-132,Q1,0,4/26/2017,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2017,2Q,2Q17,A,3289.589,52,BS,N,6/30/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/26/2017,BS_P_102,USD,I_106-132,Q2,0,7/26/2017,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2017,3Q,3Q17,A,3358.481,52,BS,N,9/30/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/25/2017,BS_P_102,USD,I_106-132,Q3,0,10/25/2017,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2017,4Q,4Q17,A,3397.672,52,BS,N,12/31/2017,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2018,BS_P_102,USD,I_106-132,Q4,0,2/7/2018,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2017,FY,2017,A,3397.672,52,BS,N,12/31/2017,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/7/2018,BS_P_102,USD,I_106-132,FY,0,2/7/2018,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2018,1Q,1Q18,A,3446.411,52,BS,N,3/31/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/25/2018,BS_P_102,USD,I_106-132,Q1,0,4/25/2018,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2018,2Q,2Q18,A,3500.717,52,BS,N,6/30/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/25/2018,BS_P_102,USD,I_106-132,Q2,0,7/25/2018,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2018,3Q,3Q18,A,3560.031,52,BS,N,9/30/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/25/2018,BS_P_102,USD,I_106-132,Q3,0,10/25/2018,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2018,4Q,4Q18,A,3543.102,52,BS,N,12/31/2018,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2019,BS_P_102,USD,I_106-132,Q4,0,2/6/2019,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2018,FY,2018,A,3543.102,52,BS,N,12/31/2018,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2019,BS_P_102,USD,I_106-132,FY,0,2/6/2019,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2019,1Q,1Q19,A,3649.646,52,BS,N,3/31/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/24/2019,BS_P_102,USD,I_106-132,Q1,0,4/24/2019,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2019,2Q,2Q19,A,3700.573,52,BS,N,6/30/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/24/2019,BS_P_102,USD,I_106-132,Q2,0,7/24/2019,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2019,3Q,3Q19,A,3724.489,52,BS,N,9/30/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/23/2019,BS_P_102,USD,I_106-132,Q3,0,10/23/2019,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2019,4Q,4Q19,A,3833.662,52,BS,N,12/31/2019,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2020,BS_P_102,USD,I_106-132,Q4,0,2/5/2020,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2019,FY,2019,A,3833.662,52,BS,N,12/31/2019,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2020,BS_P_102,USD,I_106-132,FY,0,2/5/2020,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2020,1Q,1Q20,A,4201.8,52,BS,N,3/31/2020,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/22/2020,BS_P_102,USD,I_106-132,Q1,0,4/22/2020,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2020,2Q,2Q20,A,4784.485,52,BS,N,6/30/2020,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/29/2020,BS_P_102,USD,I_106-132,Q2,0,7/29/2020,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2020,3Q,3Q20,A,5533.441,52,BS,N,9/30/2020,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/28/2020,BS_P_102,USD,I_106-132,Q3,0,10/28/2020,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2020,4Q,4Q20,A,4499.787,52,BS,N,12/31/2020,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/10/2021,BS_P_102,USD,I_106-132,Q4,0,2/10/2021,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2020,FY,2020,A,4499.787,52,BS,N,12/31/2020,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/10/2021,BS_P_102,USD,I_106-132,FY,0,2/10/2021,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2021,1Q,1Q21,A,4687.639,52,BS,N,3/31/2021,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/28/2021,BS_P_102,USD,I_106-132,Q1,0,4/28/2021,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2021,2Q,2Q21,A,4738.347,52,BS,N,6/30/2021,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/28/2021,BS_P_102,USD,I_106-132,Q2,0,7/28/2021,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2021,3Q,3Q21,A,4562.209,52,BS,N,9/30/2021,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/27/2021,BS_P_102,USD,I_106-132,Q3,0,10/27/2021,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2021,4Q,4Q21,A,4504.262,52,BS,N,12/31/2021,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/9/2022,BS_P_102,USD,I_106-132,Q4,0,2/9/2022,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2021,FY,2021,A,4504.262,52,BS,N,12/31/2021,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/9/2022,BS_P_102,USD,I_106-132,FY,0,2/9/2022,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2022,1Q,1Q22,A,4523.381,52,BS,N,3/31/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/27/2022,BS_P_102,USD,I_106-132,Q1,0,4/27/2022,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2022,2Q,2Q22,A,4799.872,52,BS,N,6/30/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/27/2022,BS_P_102,USD,I_106-132,Q2,0,7/27/2022,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2022,3Q,3Q22,A,4760.756,52,BS,N,9/30/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/26/2022,BS_P_102,USD,I_106-132,Q3,0,10/26/2022,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2022,4Q,4Q22,A,5048.259,52,BS,N,12/31/2022,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2023,BS_P_102,USD,I_106-132,Q4,0,2/8/2023,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2022,FY,2022,A,5048.259,52,BS,N,12/31/2022,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2023,BS_P_102,USD,I_106-132,FY,0,2/8/2023,Mn
ORLY,O'Reilly Automotive Inc,Total Current Asset,2023,1Q,1Q23,A,5187.994,52,BS,N,3/31/2023,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/26/2023,BS_P_102,USD,I_106-132,Q1,0,4/26/2023,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2010,1Q,1Q10,A,1784.301,53,BS,N,3/31/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/28/2010,BS_S_135,USD,I_106-182,Q1,0,4/28/2010,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2010,2Q,2Q10,A,1830.745,53,BS,N,6/30/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/28/2010,BS_S_135,USD,I_106-182,Q2,0,7/28/2010,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2010,3Q,3Q10,A,1891.56,53,BS,N,9/30/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/27/2010,BS_S_135,USD,I_106-182,Q3,0,10/27/2010,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2010,4Q,4Q10,A,1930.095,53,BS,N,12/31/2010,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2011,BS_S_135,USD,I_106-182,Q4,0,2/16/2011,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2010,FY,2010,A,1930.095,53,BS,N,12/31/2010,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/16/2011,BS_S_135,USD,I_106-182,FY,0,2/16/2011,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2011,1Q,1Q11,A,1972.42,53,BS,N,3/31/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/27/2011,BS_S_135,USD,I_106-182,Q1,0,4/27/2011,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2011,2Q,2Q11,A,2008.594,53,BS,N,6/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/27/2011,BS_S_135,USD,I_106-182,Q2,0,7/27/2011,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2011,3Q,3Q11,A,2057.875,53,BS,N,9/30/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/26/2011,BS_S_135,USD,I_106-182,Q3,0,10/26/2011,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2011,4Q,4Q11,A,2093.767,53,BS,N,12/31/2011,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2012,BS_S_135,USD,I_106-182,Q4,0,2/8/2012,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2011,FY,2011,A,2093.767,53,BS,N,12/31/2011,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/8/2012,BS_S_135,USD,I_106-182,FY,0,2/8/2012,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2012,1Q,1Q12,A,2126.599,53,BS,N,3/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/22/2012,BS_S_135,USD,I_106-182,Q1,0,4/22/2012,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2012,2Q,2Q12,A,2152.785,53,BS,N,6/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/25/2012,BS_S_135,USD,I_106-182,Q2,0,7/25/2012,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2012,3Q,3Q12,A,2174.084,53,BS,N,9/30/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/24/2012,BS_S_135,USD,I_106-182,Q3,0,10/24/2012,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2012,4Q,4Q12,A,2211.59,53,BS,N,12/31/2012,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2013,BS_S_135,USD,I_106-182,Q4,0,2/6/2013,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2012,FY,2012,A,2211.59,53,BS,N,12/31/2012,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/6/2013,BS_S_135,USD,I_106-182,FY,0,2/6/2013,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2013,1Q,1Q13,A,2244.074,53,BS,N,3/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/24/2013,BS_S_135,USD,I_106-182,Q1,0,4/24/2013,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2013,2Q,2Q13,A,2302.271,53,BS,N,6/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,7/24/2013,BS_S_135,USD,I_106-182,Q2,0,7/24/2013,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2013,3Q,3Q13,A,2378.398,53,BS,N,9/30/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,10/23/2013,BS_S_135,USD,I_106-182,Q3,0,10/23/2013,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2013,4Q,4Q13,A,2425.103,53,BS,N,12/31/2013,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2014,BS_S_135,USD,I_106-182,Q4,0,2/5/2014,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2013,FY,2013,A,2425.103,53,BS,N,12/31/2013,Yearly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,2/5/2014,BS_S_135,USD,I_106-182,FY,0,2/5/2014,Mn
ORLY,O'Reilly Automotive Inc,"Property, Plant & Equipment, Net",2014,1Q,1Q14,A,2463.099,53,BS,N,3/31/2014,Quarterly,Current,Consumer Discretionary,Retail and Wholesale - Discretionary,Retail - Discretionary,4/23/2014,BS_S_135,USD,I_106-182,Q1,0,4/23/2014,Mn
